Relative_Humidity_Percentage,Indoor_Temperature_C,Outdoor_Temperature_C,Date
43,18.35,17.2,2017-04-12 12:09:46
43,18.35,17.1,2017-04-12 12:19:24
43,18.35,17.1,2017-04-12 12:29:32
43,18.35,17.8,2017-04-12 12:39:41
43,18.35,17.8,2017-04-12 12:49:51
43,18.35,18.4,2017-04-12 12:59:29
43,18.2,18.4,2017-04-12 13:09:37
43,18.2,19.0,2017-04-12 13:19:46
43,18.67,19.0,2017-04-12 13:29:54
43,19.76,19.0,2017-04-12 13:40:02
43,20.86,19.0,2017-04-12 13:49:40
43,21.65,19.2,2017-04-12 13:59:48
43,22.43,19.2,2017-04-12 14:09:56
43,22.9,18.4,2017-04-12 14:20:04
43,23.37,18.4,2017-04-12 14:29:45
43,23.53,17.5,2017-04-12 14:39:54
43,23.53,17.5,2017-04-12 14:50:03
43,23.69,16.7,2017-04-12 15:00:12
43,23.84,16.7,2017-04-12 15:09:51
43,24.0,15.9,2017-04-12 15:20:00
43,24.16,15.9,2017-04-12 15:30:07
43,24.16,15.2,2017-04-12 15:40:15
43,24.47,15.2,2017-04-12 15:50:23
43,24.47,14.5,2017-04-12 16:00:31
43,24.47,14.5,2017-04-12 16:10:10
43,24.0,13.9,2017-04-12 16:20:19
43,23.53,13.9,2017-04-12 16:30:27
43,22.9,13.3,2017-04-12 16:39:35
42,22.43,13.3,2017-04-12 16:49:42
41,21.8,13.0,2017-04-12 16:59:51
42,21.65,13.0,2017-04-12 17:09:30
42,22.12,12.8,2017-04-12 17:19:37
42,22.59,12.8,2017-04-12 17:29:15
42,23.06,12.8,2017-04-12 17:38:54
42,23.22,12.8,2017-04-12 17:49:02
42,23.22,12.9,2017-04-12 17:59:09
42,20.24,12.9,2017-04-12 18:09:18
42,20.08,13.4,2017-04-12 18:19:29
42,19.92,13.4,2017-04-12 18:29:07
42,19.76,14.0,2017-04-12 18:39:15
42,19.76,14.0,2017-04-12 18:49:23
43,19.61,14.9,2017-04-12 18:59:32
43,19.61,14.9,2017-04-12 19:09:42
44,19.61,16.0,2017-04-12 19:19:21
45,19.61,16.0,2017-04-12 19:29:29
45,19.45,17.5,2017-04-12 19:39:37
46,19.45,17.5,2017-04-12 19:49:47
46,19.45,18.9,2017-04-12 19:59:54
47,19.45,18.9,2017-04-12 20:09:32
47,19.29,19.1,2017-04-12 20:19:43
47,19.29,19.1,2017-04-12 20:29:51
47,19.29,18.0,2017-04-12 20:40:02
49,19.29,18.0,2017-04-12 20:50:11
49,19.29,17.7,2017-04-12 20:59:51
49,19.29,17.7,2017-04-12 21:09:58
49,19.14,17.1,2017-04-12 21:20:07
49,19.14,17.1,2017-04-12 21:30:16
49,19.14,16.6,2017-04-12 21:39:56
49,19.14,16.6,2017-04-12 21:50:03
49,19.14,16.2,2017-04-12 22:00:13
49,19.14,16.2,2017-04-12 23:50:57
49,19.14,16.0,2017-04-13 00:00:34
50,19.14,16.0,2017-04-13 00:10:43
50,18.82,15.6,2017-04-13 00:20:53
51,18.82,15.6,2017-04-13 00:31:01
51,18.82,15.3,2017-04-13 00:40:37
51,18.82,15.3,2017-04-13 00:50:47
51,18.82,14.8,2017-04-13 01:02:23
51,18.82,14.8,2017-04-13 01:10:57
52,18.82,14.2,2017-04-13 01:21:06
52,18.82,14.0,2017-04-13 01:31:14
52,18.82,14.0,2017-04-13 01:40:53
52,18.67,13.7,2017-04-13 01:51:00
52,18.67,13.7,2017-04-13 02:01:09
52,18.67,13.2,2017-04-13 02:11:20
52,18.67,13.2,2017-04-13 02:21:28
